contig_id,orf_id,protein_id,mibig_name,start,stop,CDS_product,ground_truth,mibig_chemotypes
2146149292,2146149292_3_851,1788100371,BGC0000291,3,851,['hypothetical protein'],True,NRP
2146149292,2146149292_848_2473,2009104855,BGC0000291,848,2473,['probable p-aminobenzoyl-glutamate transporter'],True,NRP
2146149292,2146149292_2541_3026,2906289982,BGC0000291,2541,3026,,True,NRP
2146149292,2146149292_3365_4900,69745498,BGC0000291,3365,4900,['probable histidine ammonia-lyase'],True,NRP
2146149292,2146149292_5048_5815,4050112522,BGC0000291,5048,5815,['transcriptional regulator'],True,NRP
2146149292,2146149292_6025_6264,3894129526,BGC0000291,6025,6264,,True,NRP
2146149292,2146149292_6775_7635,4249878724,BGC0000291,6775,7635,['probable hydrolase'],True,NRP
2146149292,2146149292_8348_8923,2202981447,BGC0000291,8348,8923,,True,NRP
2146149292,2146149292_8966_10024,4092968022,BGC0000291,8966,10024,['possible oxidoreductase'],True,NRP
2146149292,2146149292_10111_10467,171948148,BGC0000291,10111,10467,['hypothetical protein'],True,NRP
2146149292,2146149292_10331_11260,3434141111,BGC0000291,10331,11260,,True,NRP
2146149292,2146149292_11208_11363,1841646554,BGC0000291,11208,11363,,True,NRP
2146149292,2146149292_11363_12862,1496888649,BGC0000291,11363,12862,['probable sugar kinase'],True,NRP
2146149292,2146149292_13059_15098,2024210396,BGC0000291,13059,15098,['probable dehydrogenase'],True,NRP
2146149292,2146149292_15190_16359,1669199576,BGC0000291,15190,16359,['probable sugar isomerase'],True,NRP
2146149292,2146149292_16390_16590,3072200458,BGC0000291,16390,16590,,True,NRP
2146149292,2146149292_17086_17310,3176525241,BGC0000291,17086,17310,,True,NRP
2146149292,2146149292_17541_18278,1862150630,BGC0000291,17541,18278,,True,NRP
2146149292,2146149292_18606_19304,156460586,BGC0000291,18606,19304,['hypothetical protein'],True,NRP
2146149292,2146149292_19323_19934,2720249284,BGC0000291,19323,19934,['hypothetical protein'],True,NRP
2146149292,2146149292_19990_20325,3920916342,BGC0000291,19990,20325,,True,NRP
2146149292,2146149292_20753_21811,3232883526,BGC0000291,20753,21811,['hypothetical protein'],True,NRP
2146149292,2146149292_21918_23210,1866189493,BGC0000291,21918,23210,['probable integral membrane protein'],True,NRP
2146149292,2146149292_23207_24364,1923159322,BGC0000291,23207,24364,['probable secreted protein'],True,NRP
2146149292,2146149292_24542_25225,1028850833,BGC0000291,24542,25225,['probable putative response regulator'],True,NRP
2146149292,2146149292_25222_26619,4236218493,BGC0000291,25222,26619,['probable sensor kinase'],True,NRP
2146149292,2146149292_26669_28321,3588184515,BGC0000291,26669,28321,['probable D-aminoacylase'],True,NRP
2146149292,2146149292_28359_29798,3796639392,BGC0000291,28359,29798,['possible permease'],True,NRP
2146149292,2146149292_29795_31201,458141957,BGC0000291,29795,31201,['probable decarboxylase'],True,NRP
2146149292,2146149292_31333_33018,955276377,BGC0000291,31333,33018,['possible DNA-binding protein'],True,NRP
2146149292,2146149292_33118_34419,3608916434,BGC0000291,33118,34419,['hypothetical protein'],True,NRP
2146149292,2146149292_34968_35426,3375175514,BGC0000291,34968,35426,['hypothetical protein'],True,NRP
