contig_id,orf_id,protein_id,mibig_name,start,stop,CDS_product,ground_truth,mibig_chemotypes
1416496199,1416496199_3_635,2591371115,BGC0001927,3,635,['hypothetical protein'],True,Other
1416496199,1416496199_632_1450,2514090055,BGC0001927,632,1450,"[""PAPS 3'-phosphatase""]",True,Other
1416496199,1416496199_1468_3006,1521324114,BGC0001927,1468,3006,['sulfotransferase'],True,Other
1416496199,1416496199_3438_4493,1594217273,BGC0001927,3438,4493,['type III polyketide synthase'],True,Other
1416496199,1416496199_4964_5923,741088982,BGC0001927,4964,5923,['dehydrogenase'],True,Other
1416496199,1416496199_5953_7107,3741766624,BGC0001927,5953,7107,['flavin-dependent monooxygenase'],True,Other
1416496199,1416496199_7182_7799,753250193,BGC0001927,7182,7799,['hypothetical protein'],True,Other
1416496199,1416496199_7843_8757,482974851,BGC0001927,7843,8757,['ABC transporter ATP-binding subunit'],True,Other
1416496199,1416496199_8741_9511,3683442679,BGC0001927,8741,9511,['ABC transporter permease subunit'],True,Other
1416496199,1416496199_9544_10332,2952344738,BGC0001927,9544,10332,['type I PKS'],True,Other
1416496199,1416496199_10334_11119,312703806,BGC0001927,10334,11119,['type I PKS'],True,Other
1416496199,1416496199_11175_15341,191688892,BGC0001927,11175,15341,['type I PKS'],True,Other
1416496199,1416496199_15361_17853,168255422,BGC0001927,15361,17853,['type I PKS'],True,Other
1416496199,1416496199_17906_19453,484154933,BGC0001927,17906,19453,['hypothetical protein'],True,Other
1416496199,1416496199_19450_21771,1326956180,BGC0001927,19450,21771,['aminoglycoside phosphotransferase'],True,Other
1416496199,1416496199_21768_22616,2012992734,BGC0001927,21768,22616,['hypothetical protein'],True,Other
1416496199,1416496199_22613_23281,2370383874,BGC0001927,22613,23281,['deacetylase'],True,Other
1416496199,1416496199_23294_24229,1767878560,BGC0001927,23294,24229,['methyltransferase'],True,Other
1416496199,1416496199_24277_25800,2597881003,BGC0001927,24277,25800,['glycosyltransferase'],True,Other
1416496199,1416496199_25854_26399,2268360405,BGC0001927,25854,26399,['FMN reductase'],True,Other
1416496199,1416496199_26409_26795,1074381332,BGC0001927,26409,26795,['glyoxalase'],True,Other
1416496199,1416496199_26860_27705,1689219900,BGC0001927,26860,27705,['hypothetical protein'],True,Other
