contig_id,orf_id,protein_id,mibig_name,start,stop,CDS_product,ground_truth,mibig_chemotypes
2654116716,2654116716_1_1176,1682233515,BGC0001985,1,1176,,True,Other
2654116716,2654116716_1238_2668,3149029264,BGC0001985,1238,2668,['pyfT'],True,Other
2654116716,2654116716_2989_3663,1476415185,BGC0001985,2989,3663,['pyfS'],True,Other
2654116716,2654116716_3843_4199,1759570322,BGC0001985,3843,4199,['pyfR'],True,Other
2654116716,2654116716_4259_5299,3152330337,BGC0001985,4259,5299,['pyfQ'],True,Other
2654116716,2654116716_5339_6370,1462596468,BGC0001985,5339,6370,['pyfP'],True,Other
2654116716,2654116716_6524_8146,2761291876,BGC0001985,6524,8146,['pyfO'],True,Other
2654116716,2654116716_8613_9602,14526556,BGC0001985,8613,9602,['pyfN'],True,Other
2654116716,2654116716_9592_10926,1628556128,BGC0001985,9592,10926,['pyfM'],True,Other
2654116716,2654116716_10992_11858,479875879,BGC0001985,10992,11858,,True,Other
2654116716,2654116716_11904_12959,2394789906,BGC0001985,11904,12959,['pyfK'],True,Other
2654116716,2654116716_13120_14361,210167818,BGC0001985,13120,14361,['pyfJ'],True,Other
2654116716,2654116716_14393_15595,2855802769,BGC0001985,14393,15595,['pyfI'],True,Other
2654116716,2654116716_15595_16908,4206072709,BGC0001985,15595,16908,['pyfH'],True,Other
2654116716,2654116716_16927_18933,963600689,BGC0001985,16927,18933,['pyfG'],True,Other
2654116716,2654116716_18977_19729,1372371623,BGC0001985,18977,19729,['pyfF'],True,Other
2654116716,2654116716_19719_20420,1308757011,BGC0001985,19719,20420,['pyfE'],True,Other
2654116716,2654116716_20420_21202,1239015629,BGC0001985,20420,21202,['pyfD'],True,Other
2654116716,2654116716_21207_22073,341049487,BGC0001985,21207,22073,['pyfC'],True,Other
2654116716,2654116716_22155_23378,1893327397,BGC0001985,22155,23378,,False,
2654116716,2654116716_23404_24567,162337417,BGC0001985,23404,24567,,False,
2654116716,2654116716_24606_25793,535058673,BGC0001985,24606,25793,,False,
2654116716,2654116716_25877_26347,1135501569,BGC0001985,25877,26347,,False,
2654116716,2654116716_26344_26853,1144605577,BGC0001985,26344,26853,,False,
