contig_id,orf_id,protein_id,mibig_name,start,stop,CDS_product,ground_truth,mibig_chemotypes
2588300467,2588300467_84_338,4260025814,BGC0001788,84,338,,False,
2588300467,2588300467_461_1816,1762121210,BGC0001788,461,1816,['sensor histidine kinase'],True,RiPP
2588300467,2588300467_1832_2530,3744558710,BGC0001788,1832,2530,['response regulator'],True,RiPP
2588300467,2588300467_2885_3040,2741244103,BGC0001788,2885,3040,['suicin 65 precursor'],True,RiPP
2588300467,2588300467_3069_3224,1606270664,BGC0001788,3069,3224,['suicin 65 precursor'],True,RiPP
2588300467,2588300467_3763_3930,2608535650,BGC0001788,3763,3930,['hypothetical protein'],True,RiPP
2588300467,2588300467_3949_6729,3322212462,BGC0001788,3949,6729,['synthetase'],True,RiPP
2588300467,2588300467_6752_8824,3481951525,BGC0001788,6752,8824,['ABC transporter'],True,RiPP
2588300467,2588300467_8934_9842,2114475669,BGC0001788,8934,9842,['immunity protein'],True,RiPP
2588300467,2588300467_9844_10608,1408052857,BGC0001788,9844,10608,['immunity protein'],True,RiPP
2588300467,2588300467_10592_11326,2185304885,BGC0001788,10592,11326,['immunity protein'],True,RiPP
