contig_id,orf_id,protein_id,mibig_name,start,stop,CDS_product,ground_truth,mibig_chemotypes
3684091206,3684091206_107_1057,960235603,BGC0001956,107,1057,,False,
3684091206,3684091206_1026_1322,744508574,BGC0001956,1026,1322,['Mhr2'],True,Polyketide
3684091206,3684091206_1410_2234,2279803000,BGC0001956,1410,2234,['Mhr3'],True,Polyketide
3684091206,3684091206_2241_3335,497084697,BGC0001956,2241,3335,['Mhr4'],True,Polyketide
3684091206,3684091206_3588_4424,1979220774,BGC0001956,3588,4424,['Mhr5a'],True,Polyketide
3684091206,3684091206_4421_5368,3014949430,BGC0001956,4421,5368,['Mhr5b'],True,Polyketide
3684091206,3684091206_5371_6627,2556782429,BGC0001956,5371,6627,['Mhr6'],True,Polyketide
3684091206,3684091206_6624_7664,1224611285,BGC0001956,6624,7664,['Mhr7'],True,Polyketide
3684091206,3684091206_7657_9144,366556575,BGC0001956,7657,9144,['Mhr8'],True,Polyketide
3684091206,3684091206_9144_11582,2567515375,BGC0001956,9144,11582,['Mhr9'],True,Polyketide
3684091206,3684091206_11579_14665,434657393,BGC0001956,11579,14665,['Mhr10'],True,Polyketide
3684091206,3684091206_14662_15507,3930537980,BGC0001956,14662,15507,['Mhr11'],True,Polyketide
3684091206,3684091206_15511_15804,4271215465,BGC0001956,15511,15804,['Mhr12'],True,Polyketide
3684091206,3684091206_15801_16985,4279602428,BGC0001956,15801,16985,['Mhr13'],True,Polyketide
3684091206,3684091206_16972_18108,545231678,BGC0001956,16972,18108,['Mhr14'],True,Polyketide
3684091206,3684091206_18105_18728,2146579121,BGC0001956,18105,18728,['Mhr15'],True,Polyketide
3684091206,3684091206_18728_19462,988498384,BGC0001956,18728,19462,['Mhr16'],True,Polyketide
3684091206,3684091206_19449_20042,2763117431,BGC0001956,19449,20042,['Mhr17'],True,Polyketide
3684091206,3684091206_20064_21338,741498926,BGC0001956,20064,21338,['Mhr18'],True,Polyketide
3684091206,3684091206_21605_22165,1233029010,BGC0001956,21605,22165,['Mhr19'],True,Polyketide
3684091206,3684091206_22230_23468,3429416713,BGC0001956,22230,23468,['Mhr20'],True,Polyketide
3684091206,3684091206_23540_24271,1317528644,BGC0001956,23540,24271,['Mhr21'],True,Polyketide
3684091206,3684091206_24276_25121,1512818308,BGC0001956,24276,25121,['Mhr22'],True,Polyketide
3684091206,3684091206_25118_27127,2569848128,BGC0001956,25118,27127,['Mhr23'],True,Polyketide
3684091206,3684091206_27124_27813,2453507483,BGC0001956,27124,27813,['Mhr24'],True,Polyketide
3684091206,3684091206_27797_28495,1473908851,BGC0001956,27797,28495,['Mhr25'],True,Polyketide
3684091206,3684091206_28553_29239,4067877492,BGC0001956,28553,29239,['Mhr26'],True,Polyketide
