contig_id,orf_id,protein_id,mibig_name,start,stop,CDS_product,ground_truth,mibig_chemotypes
2499957241,2499957241_1_846,384773021,BGC0002514,1,846,['NmrA family protein'],True,Polyketide
2499957241,2499957241_887_2347,3948422315,BGC0002514,887,2347,['FAD-dependent oxidoreductase'],True,Polyketide
2499957241,2499957241_2456_3619,577970506,BGC0002514,2456,3619,['hypothetical protein'],True,Polyketide
2499957241,2499957241_3661_4662,3592873258,BGC0002514,3661,4662,['F420-dependent oxidoreductase'],True,Polyketide
2499957241,2499957241_4675_5901,2661902703,BGC0002514,4675,5901,['Cytochrome P450'],True,Polyketide
2499957241,2499957241_6055_6759,3772658620,BGC0002514,6055,6759,['TetR family transcriptional Regulator'],True,Polyketide
2499957241,2499957241_6971_8434,1588487811,BGC0002514,6971,8434,['MFS transporter'],True,Polyketide
2499957241,2499957241_8766_9563,4132493506,BGC0002514,8766,9563,,True,Polyketide
2499957241,2499957241_9809_10480,1040589286,BGC0002514,9809,10480,['Polyketide synthesis cyclase'],True,Polyketide
2499957241,2499957241_10477_11748,1324970820,BGC0002514,10477,11748,['Beta-ketoacyl synthase'],True,Polyketide
2499957241,2499957241_11745_12935,455061176,BGC0002514,11745,12935,['Beta-ketoacyl synthase'],True,Polyketide
2499957241,2499957241_13028_13291,713799710,BGC0002514,13028,13291,['Acyl carrier protein'],True,Polyketide
2499957241,2499957241_13358_14143,3187575628,BGC0002514,13358,14143,['Ketoacyl reductase'],True,Polyketide
2499957241,2499957241_14173_15123,1976211471,BGC0002514,14173,15123,['Cyclase/dehydrase'],True,Polyketide
2499957241,2499957241_15120_16028,1505190350,BGC0002514,15120,16028,['Thioesterase'],True,Polyketide
